investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003740,2024-05-06,102885,SIP,440,Karnataka,Bangalore,T30,56+,Female,16.2,Cheque,Verified
INV002879,2024-05-06,120844,SIP,2411,Tamil Nadu,Coimbatore,B30,46-55,Male,26.0,Net Banking,Verified
INV001218,2024-05-06,119095,Lumpsum,183954,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Mandate,Verified
INV003750,2024-05-06,100033,SIP,5889,Uttar Pradesh,Kanpur,B30,26-35,Female,23.6,Cheque,Pending
INV003574,2024-05-06,148569,SIP,403,Haryana,Faridabad,B30,46-55,Male,48.4,Net Banking,Verified
INV003511,2024-05-06,118636,SIP,2621,Haryana,Gurugram,T30,46-55,Male,36.8,Net Banking,Verified
INV003686,2024-05-07,120504,Redemption,223354,Gujarat,Surat,T30,18-25,Male,3.8,Cheque,Verified
INV004783,2024-05-07,119552,Redemption,160547,Tamil Nadu,Coimbatore,B30,36-45,Male,39.0,Mandate,Pending
INV004510,2024-05-07,119095,Redemption,375646,Haryana,Gurugram,T30,56+,Male,71.8,UPI,Verified
INV000231,2024-05-07,101206,SIP,2770,Rajasthan,Udaipur,B30,26-35,Female,22.9,UPI,Pending
INV001060,2024-05-07,125497,Lumpsum,488248,Telangana,Hyderabad,T30,36-45,Male,29.0,UPI,Verified
INV004282,2024-05-07,101206,Redemption,209840,Punjab,Amritsar,B30,26-35,Male,20.8,Mandate,Verified
INV002875,2024-05-07,102885,SIP,16474,Delhi,Noida,T30,26-35,Male,23.9,Cheque,Verified
INV004306,2024-05-07,120841,SIP,27703,Telangana,Hyderabad,T30,26-35,Female,20.4,Net Banking,Verified
INV004891,2024-05-07,149322,SIP,445,Telangana,Hyderabad,T30,46-55,Female,83.5,Cheque,Verified
INV003234,2024-05-07,100025,Lumpsum,151777,Telangana,Hyderabad,T30,26-35,Male,13.5,Net Banking,Verified
INV002804,2024-05-07,102885,SIP,4805,Madhya Pradesh,Indore,T30,36-45,Male,39.9,Net Banking,Verified
INV004208,2024-05-07,102887,Redemption,516000,West Bengal,Kolkata,T30,36-45,Male,53.3,Net Banking,Verified
INV001053,2024-05-07,118636,SIP,9774,West Bengal,Kolkata,T30,46-55,Female,79.0,Mandate,Verified
INV001966,2024-05-07,118632,SIP,6696,Telangana,Hyderabad,T30,18-25,Male,4.0,Cheque,Verified
INV000554,2024-05-07,119552,SIP,1149,Delhi,Noida,T30,36-45,Male,12.3,UPI,Verified
INV003454,2024-05-07,119599,SIP,2851,Telangana,Hyderabad,T30,26-35,Male,18.3,Mandate,Verified
INV000488,2024-05-07,119120,Redemption,585198,Karnataka,Mysore,B30,56+,Male,31.4,Cheque,Verified
INV003822,2024-05-07,102885,Lumpsum,198600,Rajasthan,Jaipur,T30,26-35,Male,12.9,Cheque,Verified
INV001254,2024-05-07,101206,Redemption,117785,Punjab,Chandigarh,T30,26-35,Male,20.5,Mandate,Verified
INV002302,2024-05-07,148568,Lumpsum,516020,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Pending
INV003034,2024-05-07,119120,SIP,1169,Tamil Nadu,Chennai,T30,26-35,Male,7.2,UPI,Verified
INV004956,2024-05-07,119095,Redemption,302986,Maharashtra,Mumbai,T30,46-55,Male,62.4,Mandate,Verified
INV000500,2024-05-07,119599,SIP,1685,West Bengal,Kolkata,T30,26-35,Female,19.9,UPI,Verified
INV000499,2024-05-07,120503,SIP,1824,Delhi,New Delhi,T30,36-45,Female,59.5,Net Banking,Verified
INV002344,2024-05-07,101206,SIP,9989,Punjab,Chandigarh,T30,46-55,Female,92.9,Net Banking,Verified
INV003921,2024-05-07,102885,SIP,1087,Madhya Pradesh,Bhopal,B30,46-55,Male,87.4,Mandate,Verified
INV003178,2024-05-07,119093,SIP,15422,Telangana,Hyderabad,T30,46-55,Female,60.9,Cheque,Verified
INV001338,2024-05-07,100033,Lumpsum,417276,Gujarat,Surat,T30,26-35,Female,21.7,Cheque,Verified
INV000560,2024-05-07,120506,SIP,3198,Punjab,Chandigarh,T30,18-25,Male,3.4,Cheque,Verified
INV003747,2024-05-07,148568,SIP,7637,Madhya Pradesh,Indore,T30,26-35,Female,21.7,UPI,Verified
INV000268,2024-05-07,149324,Redemption,164544,Haryana,Gurugram,T30,18-25,Female,4.7,UPI,Verified
INV000292,2024-05-07,100033,Redemption,155972,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,UPI,Verified
INV003473,2024-05-07,120843,SIP,9316,Telangana,Hyderabad,T30,26-35,Male,16.5,Cheque,Verified
INV004392,2024-05-07,102885,SIP,25543,West Bengal,Kolkata,T30,18-25,Male,6.7,Net Banking,Verified
INV001170,2024-05-07,119552,Lumpsum,451612,Karnataka,Mysore,B30,36-45,Male,34.6,UPI,Verified
INV004576,2024-05-07,102885,SIP,2149,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,Verified
INV001001,2024-05-07,119551,SIP,452,Madhya Pradesh,Indore,T30,26-35,Female,20.7,UPI,Verified
INV002206,2024-05-07,119551,SIP,4816,Tamil Nadu,Chennai,T30,18-25,Male,7.7,UPI,Verified
INV002643,2024-05-07,125497,SIP,2900,Telangana,Hyderabad,T30,36-45,Male,29.2,Cheque,Verified
INV000664,2024-05-07,102886,SIP,4208,West Bengal,Kolkata,T30,26-35,Male,21.1,Mandate,Verified
INV004369,2024-05-07,102886,Redemption,352729,West Bengal,Kolkata,T30,26-35,Male,16.8,UPI,Verified
INV000180,2024-05-07,120844,SIP,3002,Tamil Nadu,Coimbatore,B30,46-55,Female,24.7,Cheque,Verified
INV001690,2024-05-07,120504,SIP,2401,Rajasthan,Jaipur,T30,36-45,Male,27.6,Cheque,Verified
INV004758,2024-05-07,148568,SIP,3519,Punjab,Amritsar,B30,18-25,Female,4.4,Cheque,Verified
INV000017,2024-05-07,148568,Redemption,430273,Gujarat,Surat,T30,46-55,Female,31.5,Mandate,Verified
INV001588,2024-05-07,101206,Lumpsum,206158,Karnataka,Bangalore,T30,56+,Male,75.2,Net Banking,Verified
INV002265,2024-05-07,118636,SIP,2599,Rajasthan,Jaipur,T30,18-25,Female,3.8,Cheque,Verified
INV000154,2024-05-07,149322,SIP,598,Haryana,Faridabad,B30,36-45,Male,51.3,Cheque,Pending
INV003057,2024-05-07,148567,Redemption,233965,Punjab,Chandigarh,T30,18-25,Male,6.4,Net Banking,Verified
INV004769,2024-05-07,118636,Lumpsum,255032,Punjab,Amritsar,B30,46-55,Female,25.3,Cheque,Verified
INV002783,2024-05-07,118633,Lumpsum,41404,West Bengal,Kolkata,T30,26-35,Male,7.0,UPI,Verified
INV000225,2024-05-07,102886,Lumpsum,228977,Delhi,New Delhi,T30,56+,Male,44.0,UPI,Verified
INV002720,2024-05-07,120507,Lumpsum,436247,Karnataka,Bangalore,T30,26-35,Male,19.2,Net Banking,Verified
INV002552,2024-05-07,101206,SIP,1604,Delhi,Gurugram,T30,36-45,Male,24.4,Cheque,Verified
INV004466,2024-05-07,149323,Lumpsum,208171,Gujarat,Surat,T30,18-25,Female,3.7,Cheque,Verified
INV003874,2024-05-07,102886,SIP,580,Punjab,Amritsar,B30,26-35,Female,16.5,Mandate,Pending
INV004412,2024-05-07,120843,Redemption,90840,Punjab,Amritsar,B30,26-35,Female,21.6,UPI,Verified
INV003712,2024-05-07,119551,SIP,4115,Maharashtra,Pune,T30,46-55,Male,82.6,UPI,Verified
INV001694,2024-05-07,118633,SIP,56690,Punjab,Amritsar,B30,46-55,Female,36.8,Mandate,Verified
INV002431,2024-05-07,100033,Lumpsum,63900,Delhi,Noida,T30,26-35,Female,14.8,Cheque,Verified
INV004958,2024-05-08,118636,SIP,55267,Maharashtra,Mumbai,T30,36-45,Male,20.9,Mandate,Verified
INV003202,2024-05-08,148568,SIP,56809,Maharashtra,Pune,T30,46-55,Male,48.9,Cheque,Verified
INV001347,2024-05-08,119093,SIP,2706,Madhya Pradesh,Indore,T30,46-55,Male,57.6,Mandate,Verified
INV002198,2024-05-08,120842,SIP,2503,Delhi,Gurugram,T30,36-45,Female,43.3,Mandate,Verified
INV003742,2024-05-08,119093,Redemption,185935,Tamil Nadu,Chennai,T30,56+,Female,53.9,UPI,Verified
INV000471,2024-05-08,101208,Lumpsum,390069,West Bengal,Kolkata,T30,18-25,Male,4.2,UPI,Verified
INV001753,2024-05-08,125497,SIP,10127,Rajasthan,Jaipur,T30,26-35,Male,10.0,UPI,Pending
INV002752,2024-05-08,120505,SIP,2256,Rajasthan,Udaipur,B30,26-35,Male,20.1,Mandate,Verified
INV003194,2024-05-08,119094,Redemption,54814,Haryana,Faridabad,B30,26-35,Female,19.5,Net Banking,Verified
INV002600,2024-05-08,120844,SIP,1990,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Mandate,Verified
INV002693,2024-05-08,119120,Lumpsum,264240,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,UPI,Verified
INV001452,2024-05-08,120841,SIP,12361,Delhi,Gurugram,T30,26-35,Female,15.6,Net Banking,Pending
INV004581,2024-05-08,118636,Lumpsum,249965,Gujarat,Surat,T30,26-35,Male,14.7,UPI,Verified
INV002455,2024-05-08,120841,SIP,5559,West Bengal,Kolkata,T30,26-35,Male,13.4,Net Banking,Verified
INV001499,2024-05-08,101208,SIP,10623,Karnataka,Mysore,B30,26-35,Male,12.9,Mandate,Verified
INV003028,2024-05-08,118632,SIP,11478,Tamil Nadu,Chennai,T30,26-35,Female,12.8,UPI,Verified
INV004401,2024-05-08,118635,SIP,8917,Rajasthan,Udaipur,B30,26-35,Male,22.6,Cheque,Verified
INV000203,2024-05-08,149323,SIP,6689,Maharashtra,Nashik,B30,26-35,Male,16.0,Net Banking,Verified
INV000642,2024-05-08,148569,SIP,2644,Gujarat,Surat,T30,26-35,Male,15.6,Mandate,Verified
INV004830,2024-05-08,119092,Redemption,30100,Gujarat,Ahmedabad,T30,26-35,Male,15.1,UPI,Verified
INV001300,2024-05-08,102886,Lumpsum,120878,Uttar Pradesh,Agra,B30,36-45,Female,53.8,UPI,Verified
INV004442,2024-05-08,101208,SIP,3070,Haryana,Faridabad,B30,18-25,Male,5.8,Net Banking,Verified
INV002486,2024-05-08,125497,SIP,43651,Gujarat,Surat,T30,56+,Male,16.2,Cheque,Verified
INV000180,2024-05-08,119094,SIP,597,Tamil Nadu,Coimbatore,B30,46-55,Female,24.7,Cheque,Verified
INV002935,2024-05-08,118633,SIP,5488,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Cheque,Verified
INV001326,2024-05-08,120844,SIP,27452,Rajasthan,Udaipur,B30,46-55,Male,54.9,Cheque,Verified
INV000137,2024-05-08,149322,Lumpsum,148250,Rajasthan,Jaipur,T30,26-35,Female,12.0,Mandate,Verified
INV003766,2024-05-08,101208,SIP,555,West Bengal,Kolkata,T30,36-45,Male,52.3,UPI,Verified
INV001497,2024-05-08,120504,SIP,1188,Maharashtra,Mumbai,T30,36-45,Male,56.8,Cheque,Verified
INV001784,2024-05-08,120841,SIP,29912,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,Mandate,Verified
INV001814,2024-05-08,118632,SIP,1939,West Bengal,Kolkata,T30,26-35,Female,6.9,UPI,Verified
INV000337,2024-05-08,118632,Redemption,242705,Haryana,Faridabad,B30,56+,Female,73.4,Net Banking,Verified
INV004293,2024-05-08,120842,Lumpsum,36633,Rajasthan,Jaipur,T30,36-45,Male,54.9,Net Banking,Verified
INV000759,2024-05-08,125497,SIP,422,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Cheque,Verified
INV003595,2024-05-08,101206,Lumpsum,198847,Tamil Nadu,Coimbatore,B30,56+,Female,74.5,Cheque,Verified
INV003380,2024-05-08,100025,SIP,2762,Delhi,Noida,T30,36-45,Male,21.0,UPI,Verified
INV003685,2024-05-08,120506,SIP,13700,Gujarat,Ahmedabad,T30,26-35,Male,10.4,UPI,Verified
INV002974,2024-05-08,101207,Lumpsum,161775,Telangana,Hyderabad,T30,26-35,Female,21.9,Cheque,Pending
INV002459,2024-05-08,119095,Redemption,171895,Rajasthan,Udaipur,B30,18-25,Female,5.2,UPI,Verified
INV003634,2024-05-08,120844,SIP,2872,Punjab,Chandigarh,T30,46-55,Female,87.5,Cheque,Verified
INV000097,2024-05-08,120844,Lumpsum,78613,Karnataka,Mysore,B30,18-25,Male,6.0,Net Banking,Verified
INV003380,2024-05-08,118632,Lumpsum,328487,Delhi,Noida,T30,36-45,Male,21.0,UPI,Verified
INV002256,2024-05-08,101206,SIP,14189,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,Verified
INV004922,2024-05-08,120507,Lumpsum,357848,Haryana,Gurugram,T30,56+,Male,28.2,Net Banking,Verified
INV003360,2024-05-08,119093,SIP,467,Madhya Pradesh,Indore,T30,26-35,Female,19.5,Cheque,Pending
INV001857,2024-05-08,102885,Redemption,346720,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Net Banking,Verified
INV003279,2024-05-08,119092,SIP,56766,Rajasthan,Jaipur,T30,46-55,Female,19.4,Mandate,Verified
INV001677,2024-05-08,102885,Lumpsum,429773,Rajasthan,Udaipur,B30,26-35,Male,23.2,Net Banking,Verified
INV000914,2024-05-08,101206,Redemption,360638,Karnataka,Mysore,B30,18-25,Male,3.8,Cheque,Verified
INV004134,2024-05-08,118632,SIP,4001,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified
INV001106,2024-05-08,120842,Lumpsum,435806,Tamil Nadu,Chennai,T30,26-35,Male,13.1,UPI,Verified
INV001663,2024-05-08,102886,Redemption,211209,Gujarat,Surat,T30,36-45,Female,29.2,UPI,Verified
INV002806,2024-05-08,101206,SIP,437,Rajasthan,Jaipur,T30,46-55,Male,24.2,Net Banking,Verified
INV003945,2024-05-08,148568,SIP,20025,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Mandate,Verified
INV004106,2024-05-08,118633,SIP,40360,Gujarat,Surat,T30,26-35,Male,16.3,UPI,Verified
INV000972,2024-05-08,148567,SIP,434,Telangana,Hyderabad,T30,18-25,Female,5.9,UPI,Verified
INV001655,2024-05-08,119092,SIP,6812,Delhi,New Delhi,T30,26-35,Male,8.0,Cheque,Verified
INV003848,2024-05-09,120504,Redemption,533106,Telangana,Hyderabad,T30,26-35,Male,24.0,Net Banking,Verified
INV003318,2024-05-09,119120,SIP,1160,Punjab,Chandigarh,T30,26-35,Male,9.9,Mandate,Verified
INV004576,2024-05-09,101206,Redemption,389143,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,Verified
INV001192,2024-05-09,119092,Redemption,371296,Telangana,Hyderabad,T30,26-35,Male,8.1,Cheque,Verified
INV003475,2024-05-09,149324,SIP,45588,Telangana,Hyderabad,T30,26-35,Male,20.7,UPI,Verified
INV001588,2024-05-09,119552,SIP,7594,Karnataka,Bangalore,T30,56+,Male,75.2,Net Banking,Verified
INV004843,2024-05-09,120507,SIP,28452,Haryana,Faridabad,B30,56+,Male,49.8,UPI,Verified
INV003316,2024-05-09,125498,SIP,24455,Punjab,Chandigarh,T30,36-45,Male,22.9,UPI,Verified
INV002366,2024-05-09,119551,SIP,577,Telangana,Hyderabad,T30,26-35,Female,20.4,Mandate,Verified
INV003795,2024-05-09,118632,SIP,2085,West Bengal,Kolkata,T30,18-25,Male,7.6,Mandate,Verified
INV000143,2024-05-09,119120,SIP,2904,Haryana,Gurugram,T30,26-35,Male,23.8,Mandate,Verified
INV002637,2024-05-09,102885,Redemption,489975,Telangana,Hyderabad,T30,26-35,Male,14.4,Cheque,Verified
INV003302,2024-05-09,120505,SIP,6894,Uttar Pradesh,Lucknow,T30,18-25,Male,3.0,Cheque,Verified
INV003358,2024-05-09,119599,SIP,8330,Punjab,Amritsar,B30,26-35,Male,19.7,Cheque,Pending
INV004311,2024-05-09,119120,Lumpsum,33675,Uttar Pradesh,Agra,B30,26-35,Female,17.0,UPI,Verified
INV003366,2024-05-09,120504,SIP,29628,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Cheque,Verified
INV004927,2024-05-09,119552,Lumpsum,227517,Maharashtra,Nashik,B30,26-35,Male,19.5,Mandate,Verified
INV003394,2024-05-09,119092,Redemption,557816,West Bengal,Kolkata,T30,26-35,Male,14.6,Cheque,Verified
INV000041,2024-05-09,119094,Redemption,172478,Karnataka,Mysore,B30,46-55,Male,25.0,Net Banking,Verified
INV003008,2024-05-09,119599,Redemption,461184,Rajasthan,Jaipur,T30,36-45,Female,37.4,Net Banking,Verified
INV002136,2024-05-09,101206,Lumpsum,405963,Punjab,Chandigarh,T30,18-25,Male,5.3,UPI,Verified
INV002116,2024-05-09,118632,Lumpsum,414055,Karnataka,Bangalore,T30,18-25,Male,3.8,Cheque,Verified
INV001005,2024-05-09,148568,SIP,2518,Karnataka,Bangalore,T30,46-55,Male,84.6,Net Banking,Verified
INV003916,2024-05-09,101208,SIP,452,Karnataka,Mysore,B30,26-35,Male,23.6,Net Banking,Verified
INV004651,2024-05-09,125498,SIP,1020,Rajasthan,Udaipur,B30,46-55,Male,39.1,Cheque,Verified
INV003638,2024-05-09,120844,SIP,15029,West Bengal,Kolkata,T30,56+,Male,27.1,Net Banking,Verified
INV003189,2024-05-09,119095,SIP,2585,Tamil Nadu,Chennai,T30,36-45,Female,44.6,UPI,Verified
INV004627,2024-05-09,118634,Lumpsum,50993,West Bengal,Kolkata,T30,36-45,Male,47.7,Net Banking,Verified
INV004659,2024-05-09,118632,Redemption,20033,West Bengal,Kolkata,T30,18-25,Female,3.3,Net Banking,Verified
INV001648,2024-05-09,120506,SIP,11661,Telangana,Hyderabad,T30,46-55,Female,96.8,Net Banking,Verified
INV003997,2024-05-09,101207,SIP,1141,Telangana,Hyderabad,T30,36-45,Male,48.3,Cheque,Verified
INV002380,2024-05-09,119598,SIP,1085,Gujarat,Surat,T30,26-35,Male,19.4,Net Banking,Verified
INV000340,2024-05-09,120844,SIP,2701,Delhi,Gurugram,T30,26-35,Female,21.4,UPI,Verified
INV000466,2024-05-09,120842,SIP,1045,Haryana,Faridabad,B30,18-25,Male,4.4,UPI,Pending
INV004704,2024-05-09,120507,SIP,6033,Delhi,New Delhi,T30,26-35,Male,23.1,UPI,Pending
INV000469,2024-05-09,120506,SIP,479,Tamil Nadu,Coimbatore,B30,18-25,Male,4.7,Mandate,Verified
INV000203,2024-05-09,148568,Lumpsum,275757,Maharashtra,Nashik,B30,26-35,Male,16.0,UPI,Verified
INV003728,2024-05-09,118636,Lumpsum,17818,West Bengal,Kolkata,T30,26-35,Male,16.2,UPI,Verified
INV004716,2024-05-09,120842,SIP,447,Telangana,Hyderabad,T30,18-25,Male,5.4,Net Banking,Verified
INV003219,2024-05-09,118633,SIP,56969,Maharashtra,Pune,T30,46-55,Male,57.8,Net Banking,Verified
INV004735,2024-05-09,119093,SIP,6656,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,Net Banking,Verified
INV001200,2024-05-09,118634,SIP,817,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,Verified
INV000524,2024-05-09,119599,Lumpsum,195090,West Bengal,Kolkata,T30,56+,Male,37.4,Cheque,Verified
INV002699,2024-05-09,119092,SIP,13465,Gujarat,Surat,T30,18-25,Female,6.1,Cheque,Verified
INV003247,2024-05-09,120505,Lumpsum,127486,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Net Banking,Verified
INV003524,2024-05-09,118632,SIP,6404,Telangana,Hyderabad,T30,36-45,Male,12.5,Mandate,Verified
INV003573,2024-05-09,118636,SIP,40445,Gujarat,Surat,T30,36-45,Male,51.8,Mandate,Verified
INV000583,2024-05-09,125498,Lumpsum,132519,Punjab,Amritsar,B30,26-35,Male,8.7,Net Banking,Verified
INV000235,2024-05-09,120844,SIP,592,Delhi,New Delhi,T30,26-35,Male,8.5,UPI,Verified
INV004449,2024-05-09,102885,SIP,2919,Maharashtra,Pune,T30,36-45,Male,16.6,Mandate,Verified
INV004563,2024-05-09,119094,SIP,6809,Gujarat,Surat,T30,46-55,Female,32.2,Net Banking,Verified
INV004977,2024-05-09,100016,SIP,9468,Gujarat,Surat,T30,18-25,Male,5.4,Mandate,Verified
INV002415,2024-05-09,102887,Lumpsum,301725,West Bengal,Kolkata,T30,36-45,Male,13.9,Mandate,Verified
INV000004,2024-05-09,120844,SIP,541,Punjab,Chandigarh,T30,26-35,Male,20.0,Mandate,Verified
INV002994,2024-05-09,119094,Lumpsum,413270,Karnataka,Mysore,B30,18-25,Male,8.0,UPI,Verified
INV004137,2024-05-09,101207,SIP,29193,West Bengal,Kolkata,T30,18-25,Female,6.2,Mandate,Verified
INV001737,2024-05-09,119551,SIP,6825,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,Verified
INV003834,2024-05-09,100016,SIP,4452,Madhya Pradesh,Bhopal,B30,36-45,Male,25.1,Cheque,Verified
INV004987,2024-05-09,120505,SIP,832,Telangana,Hyderabad,T30,46-55,Male,37.1,Mandate,Verified
INV000128,2024-05-10,100016,Redemption,235012,Rajasthan,Jaipur,T30,36-45,Female,50.9,Mandate,Verified
INV002030,2024-05-10,101208,SIP,12341,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Net Banking,Verified
INV002507,2024-05-10,119599,Redemption,484841,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Mandate,Verified
INV000552,2024-05-10,120841,Lumpsum,27413,Uttar Pradesh,Lucknow,T30,36-45,Female,35.8,Net Banking,Verified
INV001998,2024-05-10,120844,Lumpsum,190479,Haryana,Faridabad,B30,26-35,Male,19.2,UPI,Verified
INV002893,2024-05-10,102885,SIP,1031,Telangana,Hyderabad,T30,56+,Male,69.4,Cheque,Verified
INV002277,2024-05-10,120504,SIP,435,Haryana,Gurugram,T30,26-35,Female,10.3,Cheque,Verified
INV002085,2024-05-10,125497,SIP,7243,Telangana,Hyderabad,T30,56+,Female,12.5,Mandate,Verified
INV001579,2024-05-10,119092,Redemption,69093,Karnataka,Bangalore,T30,46-55,Male,71.1,Cheque,Verified
INV001777,2024-05-10,119095,SIP,1084,West Bengal,Kolkata,T30,18-25,Female,7.6,Mandate,Pending
INV003270,2024-05-10,120506,Redemption,246209,Karnataka,Bangalore,T30,56+,Male,43.3,Cheque,Verified
INV004315,2024-05-10,119552,Lumpsum,211897,Rajasthan,Udaipur,B30,46-55,Female,64.3,Mandate,Verified
INV004500,2024-05-10,149323,Redemption,202952,Karnataka,Mysore,B30,46-55,Male,45.2,Cheque,Verified
INV001653,2024-05-10,119552,Lumpsum,182070,Maharashtra,Mumbai,T30,36-45,Male,45.4,Net Banking,Verified
INV004521,2024-05-10,120842,SIP,2749,Gujarat,Ahmedabad,T30,18-25,Male,7.9,UPI,Verified
INV000676,2024-05-10,100016,SIP,1747,Rajasthan,Udaipur,B30,56+,Male,71.7,Mandate,Verified
INV002659,2024-05-10,102885,SIP,50554,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,UPI,Verified
INV000097,2024-05-10,149322,SIP,14425,Karnataka,Mysore,B30,18-25,Male,6.0,Mandate,Verified
INV004729,2024-05-10,119095,Redemption,437906,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Mandate,Verified
INV004693,2024-05-10,120506,SIP,2067,Maharashtra,Nashik,B30,36-45,Male,44.9,UPI,Verified
INV002056,2024-05-10,100025,Lumpsum,408407,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,UPI,Verified
INV003562,2024-05-10,120503,Redemption,393449,West Bengal,Kolkata,T30,26-35,Female,11.8,Cheque,Verified
INV003981,2024-05-10,102886,Lumpsum,312187,Haryana,Faridabad,B30,46-55,Male,46.7,UPI,Verified
INV000324,2024-05-10,102887,Redemption,278998,West Bengal,Kolkata,T30,26-35,Male,8.0,Net Banking,Verified
INV001805,2024-05-10,120507,SIP,1642,Gujarat,Ahmedabad,T30,36-45,Male,44.9,Net Banking,Verified
INV004551,2024-05-10,118635,Redemption,185092,Maharashtra,Nashik,B30,18-25,Male,6.0,Mandate,Verified
INV004711,2024-05-10,148567,SIP,8591,Rajasthan,Udaipur,B30,56+,Male,70.9,UPI,Verified
INV004037,2024-05-10,120504,SIP,1988,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,Verified
INV001631,2024-05-10,149322,Lumpsum,142568,Haryana,Faridabad,B30,36-45,Male,55.9,Mandate,Verified
INV002044,2024-05-10,101207,SIP,12143,Gujarat,Ahmedabad,T30,26-35,Female,19.1,Net Banking,Verified
INV000164,2024-05-10,148567,SIP,7430,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified
INV001774,2024-05-10,100033,SIP,888,Maharashtra,Nashik,B30,56+,Male,32.0,Net Banking,Verified
INV001003,2024-05-10,119599,SIP,415,Rajasthan,Udaipur,B30,26-35,Male,12.6,UPI,Verified
INV000658,2024-05-10,120841,SIP,1921,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Mandate,Verified
INV001453,2024-05-10,119092,SIP,22306,Gujarat,Ahmedabad,T30,36-45,Male,34.6,Cheque,Verified
INV001304,2024-05-10,119092,Lumpsum,96066,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Cheque,Verified
INV000642,2024-05-10,100033,SIP,29735,Gujarat,Surat,T30,26-35,Male,15.6,Net Banking,Verified
INV004428,2024-05-10,100033,SIP,483,Rajasthan,Udaipur,B30,26-35,Female,6.7,Mandate,Verified
INV004633,2024-05-10,101206,SIP,2782,Telangana,Hyderabad,T30,18-25,Female,4.9,Cheque,Verified
INV002297,2024-05-10,148569,SIP,2345,Haryana,Gurugram,T30,36-45,Male,22.9,Mandate,Verified
INV004649,2024-05-10,118633,Redemption,28751,Karnataka,Bangalore,T30,36-45,Male,48.4,Net Banking,Verified
INV003005,2024-05-10,120506,Redemption,193869,Punjab,Amritsar,B30,26-35,Male,24.5,Mandate,Pending
INV002013,2024-05-10,101206,SIP,877,Rajasthan,Jaipur,T30,46-55,Male,30.2,Net Banking,Verified
INV003582,2024-05-10,120842,Lumpsum,50704,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,Net Banking,Verified
INV001688,2024-05-10,120841,SIP,5025,Gujarat,Ahmedabad,T30,26-35,Male,7.7,Mandate,Verified
INV001005,2024-05-10,120507,Lumpsum,242824,Karnataka,Bangalore,T30,46-55,Male,84.6,UPI,Verified
INV000849,2024-05-10,149323,Lumpsum,170427,Delhi,Gurugram,T30,56+,Female,32.5,UPI,Verified
INV000674,2024-05-10,118632,SIP,27449,Rajasthan,Udaipur,B30,26-35,Female,12.5,Mandate,Verified
INV003608,2024-05-11,120844,SIP,12626,West Bengal,Kolkata,T30,46-55,Male,59.6,Net Banking,Verified
INV001300,2024-05-11,148569,SIP,9476,Uttar Pradesh,Agra,B30,36-45,Female,53.8,Cheque,Verified
INV004110,2024-05-11,120843,SIP,6371,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Pending
INV001333,2024-05-11,119599,SIP,570,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,Verified
INV002107,2024-05-11,149324,SIP,17296,Telangana,Hyderabad,T30,26-35,Male,18.2,Mandate,Verified
INV004711,2024-05-11,102887,Redemption,56740,Rajasthan,Udaipur,B30,56+,Male,70.9,Net Banking,Verified
INV000611,2024-05-11,119095,SIP,8125,Uttar Pradesh,Agra,B30,26-35,Male,11.4,Cheque,Verified
INV004411,2024-05-11,148567,SIP,11058,Maharashtra,Mumbai,T30,26-35,Female,13.8,UPI,Pending
INV002696,2024-05-11,119552,Lumpsum,435885,Punjab,Amritsar,B30,18-25,Male,7.1,Mandate,Verified
INV003876,2024-05-11,102885,SIP,54461,Rajasthan,Udaipur,B30,18-25,Male,5.6,Mandate,Verified
